t_id,probability
7071,0.5311165679364332
4847,0.4858955034484075
198,0.4306940356235704
7092,0.5176533651958783
5257,0.4977374051143356
9097,0.5290823773871111
4404,0.511315190427154
2007,0.4911464673835818
10203,0.5482030407977712
4844,0.4866539944702884
2717,0.5360684822834695
1661,0.5267887585518115
14954,0.5426370387343039
1217,0.496580902394153
12377,0.5002674060372181
4132,0.5043215913853433
10028,0.5132489746742204
14333,0.5170415977815119
18816,0.5094485495035063
6685,0.5342279890033836
1976,0.4968055953760501
14789,0.5207247093856717
15777,0.4846485287573947
6011,0.5018744537552159
12476,0.5313317491182961
17182,0.5012387188007991
12919,0.5283442076270852
8673,0.4320995529779642
3847,0.5350227031024215
15079,0.4874093335974551
4521,0.5454137297026789
9134,0.506553112289442
7879,0.5134657790716957
7180,0.4966231772897955
18308,0.5494296536637094
4968,0.4915185158483528
910,0.4979982971071161
12459,0.4868759988884195
12106,0.4889159137608675
16918,0.5304283802184274
17144,0.5202179201437904
8530,0.5328604528347318
10922,0.4774124282661015
18889,0.4332116070672832
11651,0.5358796047686389
1299,0.5230810478365698
4693,0.5066976517741377
7711,0.5054995389687104
14363,0.4607847837572385
18941,0.5356047304220386
18468,0.5076695601190829
14905,0.5183897378435484
19333,0.5035195439068614
8954,0.4860177909645444
4345,0.5115530377339722
18760,0.5242838695243965
18430,0.5189837202369877
838,0.5154954452644871
14945,0.5141438689166922
5065,0.5267442202311988
4742,0.5251388728556646
9964,0.5025149209745728
17577,0.5038925228944964
7764,0.5172812173169571
1621,0.5166075725563012
17229,0.5346886251545175
18559,0.5490357037642507
10856,0.5055855164170194
8721,0.530476777223556
16903,0.4693460020316438
1973,0.5235310274328822
11486,0.4849625416276832
9105,0.5126055610347005
7387,0.5081540892081035
13939,0.5443717712410913
14308,0.5135537827050192
5247,0.4903503460894745
140,0.5206637958775017
14147,0.5211353689159346
7462,0.5032324191540348
5489,0.5060534073663243
9802,0.517246567004772
3790,0.5063208835726306
5613,0.5004632493035494
18096,0.5256264044951572
15094,0.5191152558752203
19141,0.5136793369990792
6667,0.5253176072244929
17832,0.496076937812019
14535,0.4929468999033699
5237,0.4565146583663841
18537,0.5398816645897173
15612,0.5196864281774436
16190,0.5281798279894561
16136,0.5237562383399083
8234,0.5085020144496973
4560,0.4948510870547845
3991,0.5197246099041268
14807,0.45032397730739904
13373,0.5160371364436104
2105,0.5203121695942181
6130,0.4875612948863302
1133,0.5149641646980968
11690,0.4713551232561552
519,0.5085907661223655
7819,0.5325686820256793
4448,0.5368378519872121
7835,0.463575089213015
8232,0.495536708869932
108,0.5157270678027925
8972,0.4476860388552017
19077,0.5003371814041229
17495,0.5171518739856735
14803,0.4851315133390611
16475,0.5340296815676555
14366,0.4934557534806257
4082,0.4751377258426714
11073,0.5019242847309721
12091,0.5177204556374151
8320,0.5200440339515654
3123,0.4866050733238578
11510,0.5451586164205601
6224,0.5001776429576225
18995,0.5136222781562121
7521,0.5235085095073613
12410,0.5294409437402319
10882,0.5171479127446601
18327,0.4975689997415842
14511,0.4684204423666781
7489,0.5449162582159452
11471,0.5088256638633322
14395,0.4969544179621422
11189,0.4985261254827929
15416,0.5249905295101454
4704,0.470606175813231
14902,0.4671861636086341
1385,0.5172771649798612
719,0.5319967992109584
16842,0.5111204337069669
5796,0.4522059203550038
6179,0.5106094282192332
2077,0.5171114253468676
17288,0.4595806757180141
5827,0.5182218009316967
14230,0.5043281171436811
8363,0.4920510155941714
9595,0.504713943802519
15190,0.520581920005549
14452,0.548558207679266
19437,0.4988020754270773
3537,0.5097705594777253
2531,0.524282231268415
6221,0.5260955190484052
8250,0.5231103966856709
15338,0.5407291030568142
12082,0.4848706967076262
13838,0.5330899388853402
12011,0.5073616135633804
1489,0.5097962384387716
11360,0.4850583152966903
13473,0.5187502122875344
16775,0.5118417331403985
18796,0.5092478497503927
8226,0.5136246686490868
13223,0.5201006121334075
18319,0.5148812663533394
237,0.5070838888342857
10038,0.5156024423413672
2017,0.5317150010545787
14404,0.5138070814646961
1783,0.5040100539747645
12211,0.4832960781294901
2168,0.5312964364099148
15067,0.5138658032930004
17268,0.5233996333110421
16675,0.5297096630254371
8176,0.5001735966301526
704,0.5409299529901724
9592,0.5188971656061832
4690,0.494419667876303
17075,0.5128653048517053
2445,0.4283814184426305
4212,0.5370350557017728
9896,0.4675478074443366
19431,0.4826948266842531
9173,0.5168063893675021
17113,0.5248343984370839
6372,0.5232156346513532
11104,0.5125546521572995
13203,0.5191926674384578
8294,0.5042054772167407
15980,0.4999698278965841
16998,0.4720371887528746
392,0.5040222497904946
15713,0.5010450275997744
17261,0.5735039084934078
7133,0.508570260767357
4613,0.4886367945527864
13222,0.4744377750577168
14373,0.4963938458893918
18458,0.5276204539056167
17509,0.5092651616574744
3621,0.4769729038709018
9590,0.4899518945726552
5951,0.5290852713592138
2589,0.5350361158099736
13335,0.5017771533658569
5678,0.47402853457247496
13541,0.4371210874948866
17452,0.5405956027358612
11682,0.486338235678384
5533,0.5171591987590466
7056,0.4891116177729685
3661,0.5087400297846553
2528,0.4911053706054454
12691,0.4796906590014217
4735,0.516629983366037
11366,0.5301522569596244
2159,0.5387877166784172
10895,0.5308512930163355
19298,0.4683759261863841
10433,0.5028048837112664
13793,0.5193930639146533
1811,0.5112379958796373
5114,0.5306636314544357
10376,0.5098702776287165
18143,0.5310412011739437
19037,0.4985270810319008
3698,0.5120593269641229
1940,0.4970739625401614
4337,0.5146880495524515
3569,0.5268515110606827
4914,0.5444769802322024
8793,0.5124000344850914
4708,0.478507871671919
1464,0.4870820885749286
13372,0.4963137903849259
16124,0.5188617821813214
10760,0.4988742936627911
957,0.5041867282837986
4039,0.4807344610940459
17689,0.4820565723231845
2973,0.5296363082594501
4950,0.5216914343049592
5921,0.5058731263708358
8081,0.5161173718472818
15881,0.5255291901840221
18377,0.4916185886383923
18649,0.525428096530237
9185,0.5087172006091562
18852,0.513892475774093
16871,0.523000978989867
17650,0.5053299677567981
6390,0.5062947007921839
16539,0.5153694033969887
2721,0.5209731648706727
7338,0.4860646299999872
12017,0.5152243735976806
17126,0.4979059712990561
3556,0.42592246977018144
2203,0.4938929807182842
8248,0.5042914019516309
18823,0.5377406360836567
15281,0.5371632662461399
11868,0.5564264998457824
16473,0.5295045905252054
5417,0.5140921287043918
7855,0.5506690729834823
13164,0.486869989063171
14196,0.5327700339823188
18421,0.5279093724714626
1864,0.4906197267602015
15121,0.5208852996296358
11248,0.4963535907683682
12209,0.4986961390101818
19128,0.5300941238752638
17315,0.5420733053584941
12320,0.4901738723550103
12370,0.5057502908381922
4065,0.4975960599262459
15173,0.5091859512925528
14455,0.5085747624027267
5025,0.5061312949498588
12341,0.5028127486024779
14583,0.4959017835638005
1984,0.5046219852006399
3976,0.50113025678446
16184,0.5167283330871709
16525,0.5131787208693869
8091,0.5114429664239892
5996,0.5144881312858365
16003,0.50892488151267
5893,0.5464991798451313
15256,0.5056430735417926
1647,0.529799635554276
7793,0.539022867470441
13272,0.5178263812119055
9968,0.4970503249438802
12277,0.5387807757491195
9441,0.5380590301348535
3946,0.5057263196641845
15271,0.4970805913370326
19051,0.5191502634459985
6844,0.5448353532728667
5205,0.5019298628890191
493,0.525383179062723
16098,0.5093750424141288
10091,0.472932936634474
1175,0.5275872340960095
17584,0.5380008375418801
6196,0.5042679100346622
4845,0.509725265606323
5987,0.5064727301478351
13477,0.4999749655628963
16101,0.5100579648485837
4492,0.463488328547303
17846,0.4522086924837654
6784,0.5514797922443732
12537,0.5335958814129428
12492,0.5083620515224502
15875,0.4933310828775375
2056,0.4587493827475079
8378,0.5328844670689623
5116,0.49496489086537304
2434,0.5034381066481441
13378,0.520920237207207
8872,0.5431825996834933
14586,0.5416774686084608
6226,0.5234357747468533
19218,0.5143667248725756
11470,0.5305931450840866
18400,0.4250204286715786
9704,0.4767173934473482
10838,0.5192550053628592
12729,0.4883165179337693
7889,0.5116771963979025
167,0.5143443398665161
544,0.4699668291958695
17684,0.4937906349902033
3422,0.519702637905464
17263,0.4333672695407443
16020,0.4657549849903068
15057,0.5056444092205937
1988,0.4644509932877695
16602,0.530455597187806
17321,0.5016177067670621
10632,0.5517372123547468
13818,0.5291326348387606
16328,0.5348066995170231
3221,0.4489370073981444
16401,0.4710108560876531
7461,0.5360409885463862
1358,0.5253510778293907
8577,0.4963400475508092
1216,0.4953852433835923
6759,0.5088144968369419
7765,0.513241716141087
5747,0.5090704108252366
6494,0.4690509200729995
907,0.5113253121775985
11000,0.5236915185542189
13028,0.5141109061602017
10030,0.4838645888065966
4519,0.5425130537464776
6662,0.4881861744175066
5499,0.5363050750864816
8740,0.5541325997052837
15474,0.4660589676994614
4020,0.4836376681890295
6926,0.5027802055957781
6653,0.4942249373266409
10640,0.4893888780676324
4886,0.5241663330998411
3249,0.531061679717175
13,0.5184570523218716
4304,0.5093307510753634
15452,0.504219305470534
10372,0.533364458892812
12389,0.5330784874633939
18986,0.4858323625811729
12924,0.4674633233167823
19229,0.5260933893379189
18077,0.5322371858775207
200,0.5334717257361948
158,0.5092036134050816
3311,0.4638644810374251
12434,0.5104436165642444
13301,0.5157946476317872
17395,0.48394116117060104
7161,0.5120566282517958
16958,0.5221860032827075
13246,0.5167023829099368
13764,0.5130546910443877
15052,0.4831259183719917
5028,0.5309467138742108
10695,0.4749761041565596
8653,0.5161806171274943
7945,0.4705371533207521
17011,0.5221817083998403
1223,0.4870573560680161
3940,0.5153967123502304
2333,0.4969827753331951
9700,0.5170750242232024
10711,0.4849924640832243
2369,0.5214268821279984
1778,0.5155513514584655
10820,0.4933326794766554
733,0.5368146461284616
18079,0.5426413671391784
12820,0.5335448474089168
5308,0.5258581922752357
82,0.5289002762159588
2069,0.50597356510656
8121,0.4961733104631385
12504,0.4996401464264738
16556,0.5438245584725873
10461,0.4134834888872584
8930,0.5017003321701631
8052,0.4780510921408608
1655,0.4964664094982905
15756,0.5075077310684236
222,0.5148202330767744
4023,0.4833649414678977
8411,0.4691889793267304
13634,0.5257873350794071
1070,0.5109647072681889
1311,0.4896943751437865
12396,0.5150749538666833
17975,0.5197011665814929
891,0.5067776200918593
4261,0.5235965769217633
405,0.5179643925563103
14848,0.5100631958581416
14870,0.5187619277885087
16822,0.4880496603217202
1421,0.4675688963321235
14611,0.4925414811193524
16841,0.5363138797798899
14168,0.510711173337014
17463,0.503257861266162
5583,0.5279055861843421
4457,0.4920836091070629
14630,0.4721960785779237
9169,0.5407926288623155
2321,0.5127057798264185
15575,0.5099776763220041
18156,0.5305243996209235
3632,0.4830060639566685
6500,0.49422952666798703
2682,0.4892292327747574
6635,0.4929496006782446
18423,0.5038406482362725
2739,0.5123362636352283
5620,0.5117358282048264
12594,0.4615840822473058
3587,0.5224192323783208
10611,0.4652855689061232
921,0.5016964462734513
10539,0.5198462197369202
10249,0.4839148976583218
112,0.4995220740338328
11615,0.5387989536659488
1658,0.507357523643289
1554,0.5005345490003477
9484,0.4982496325999068
3920,0.4671572610066319
10472,0.5264430369351886
3553,0.4683271154648099
3637,0.5166711235533087
5661,0.5403338381846359
1929,0.5034489661834105
8501,0.4995848916201808
14338,0.5030486227106951
13387,0.5173790156438467
7042,0.516313111606084
8345,0.5212644854931742
5812,0.5439301435101511
12372,0.5029515989168083
17420,0.5475681320586067
2408,0.4921159662820934
15615,0.5030651027700725
18101,0.4809763170643839
16353,0.43506135592451534
14948,0.5186107090647271
8777,0.5273031388294194
5413,0.5401152476462925
8422,0.5312254928750495
7510,0.5059480610266777
11768,0.49115778573033897
2501,0.4134767922059153
17978,0.4955735003859549
18768,0.5006942788630762
274,0.5249365947752496
3959,0.5123565424645141
1876,0.5277801964847885
7484,0.5030142685838931
7956,0.4778218442663605
1767,0.5191764530836663
8170,0.5117355732276343
1468,0.4999267958873613
19192,0.5299656859366093
5225,0.4882893619049695
13700,0.4510865171872212
15316,0.5236080514463387
220,0.4810361502702125
18806,0.5336054495083453
14148,0.5169896698738781
15868,0.5379150573225548
8201,0.47777805008411994
14312,0.5164473480981705
14984,0.4796064450905251
9192,0.5448155310386639
15449,0.49760264380102
4356,0.5285612549201358
11252,0.5098247599439528
14461,0.5159058446211793
11825,0.5309701829496501
13081,0.5027402246313519
14876,0.4632042337222913
13954,0.4937660487748773
5229,0.4623452739468502
4203,0.4664992299815289
12578,0.4864086325154757
13703,0.5176465497333969
17959,0.514224266441244
11648,0.5116844757036297
7075,0.5287540745277158
16863,0.5032204875395024
7581,0.5028277228421808
14459,0.543704496598996
8906,0.5244057075658274
6511,0.5264894854205043
18029,0.5085265955064782
14635,0.4990176706354734
4486,0.5236408727462883
14501,0.4992464805927682
4555,0.5243861490067908
8575,0.5049829971207616
500,0.4837097937655814
13985,0.5200140295175215
7386,0.4759296421858321
2216,0.5102046717850692
16242,0.4808950650770556
19238,0.4801080994719572
7147,0.4946817061439237
918,0.5036354253696178
14337,0.4547994190943314
9147,0.5368495922075781
5865,0.5386925287345118
13116,0.5207272072430165
18075,0.5393435209503289
11392,0.4945661560167683
18594,0.5362514452960375
11457,0.5133186802462208
2160,0.4980295297376965
6631,0.5099615768805597
6140,0.4978696320501356
15022,0.48041297799830296
17587,0.507818814352923
18081,0.5031608115790591
1827,0.4758723130451358
7049,0.5249591505059843
6510,0.5187176763286921
1538,0.5048753163428431
5337,0.5189968388798744
12214,0.5327537547846667
11153,0.4862919033875673
18270,0.4608173470071134
7032,0.462471892377869
12122,0.5202070897493107
18903,0.506957380667011
13239,0.5212935148915467
19257,0.4826254464089431
12342,0.4751238879699009
11942,0.5438304881880488
3588,0.5449469797916423
6796,0.5367073369009744
11649,0.4804629615895279
15076,0.5211920278961593
11178,0.5077552731054665
19416,0.4941117632189259
2770,0.489228477957376
13146,0.5305523022139879
11890,0.5077232519267759
13120,0.5224700771556763
7648,0.4575569143402469
9282,0.4966916416337412
1255,0.5219962060537574
16812,0.5078899373462971
8903,0.5063797110195201
6453,0.5247972214795439
4946,0.5340746242607185
14274,0.4764391939488401
5112,0.5270237993870939
2577,0.4842821196546507
17516,0.5333662481710748
19258,0.5189967132213762
8387,0.5053987825938097
18733,0.4810119246819005
9942,0.5328309085008953
14309,0.5300929224238928
15959,0.4901578044249093
9306,0.4948183730447743
13121,0.4926184434562314
17385,0.5217304511626909
1788,0.5103045899572263
13018,0.5157434485439601
10865,0.5178373668842434
2508,0.5148520209653089
15383,0.5242276423598295
16897,0.5219928067540551
10771,0.5026986854965709
15071,0.5006385338259192
5274,0.4944044318250395
14471,0.503547769969819
9231,0.5377439710867489
11664,0.49296862801488794
8553,0.4776612047354197
4350,0.5173757999348295
4090,0.5426727827554357
1506,0.4504470603847007
8896,0.5363370906551388
14612,0.4975631526528377
7316,0.503061276880654
13255,0.5213261726892551
16537,0.5446171113536643
4171,0.5189723275892516
4750,0.5323253288303103
4549,0.5415386387590084
4648,0.5254796444749229
7565,0.5190102002814992
8751,0.5035871660308742
3151,0.5187736899549238
14841,0.4895689802138291
17618,0.5096766728541012
11678,0.4873700195906182
4833,0.5232855682996904
9205,0.5118809528721325
862,0.5069932126306619
6202,0.4930184341832803
11816,0.5141191022617222
1120,0.4601796445256296
16133,0.5026689141573856
3362,0.5153666805338741
3997,0.4449204880609122
6479,0.4855884287426334
12491,0.5169315601714486
10370,0.5298606287051014
16290,0.514001896803636
12164,0.4957072801989433
14304,0.5141290933978554
12758,0.5179998633773838
17612,0.5044169417610443
7025,0.5222699032192596
10712,0.5113724398611191
8837,0.5029792982490122
7757,0.4924772472195421
19284,0.4917518739133847
7639,0.5202513209823194
6002,0.5475987566536488
16754,0.5226069337017439
11240,0.5071869905554629
18258,0.5043516765718139
6701,0.5069715944696506
4059,0.5204745194429322
9148,0.4656022550764491
12261,0.5045620336818002
2167,0.5002168525614479
2524,0.4345051295390781
391,0.4931382258985974
13216,0.5216795297621339
18449,0.4894535420348719
9900,0.5074011282152779
17782,0.4988307973911031
8188,0.4722169464187119
12595,0.5226931942279661
17166,0.4577384558506265
8338,0.5012825452001253
4506,0.5002086127003557
157,0.5310522749745299
1720,0.5077638124880316
16706,0.5003206835901209
16273,0.5143559554642149
5852,0.5339000203022426
13744,0.5034072802461232
13979,0.4736034624812378
13026,0.5315221661971969
11067,0.5261591893894695
17823,0.5017669123453794
13971,0.4637342543192196
3763,0.43489594992717795
5246,0.5300890278581124
14419,0.5241645718691395
16866,0.5362611431618937
14540,0.5389037386611005
16694,0.528035311981629
5406,0.4858163270127646
3622,0.502602806373041
5553,0.4937967511089842
11661,0.4975274610045567
12356,0.5197134004105074
1041,0.4821090240184133
10623,0.5041431145561773
17870,0.5075198906488633
14306,0.5073064555332806
18188,0.527013624135544
14416,0.5220965489887598
5826,0.5237934513320174
19239,0.5157417887614217
17099,0.4814947499374552
5754,0.5452821737859942
8739,0.4358340882092739
10710,0.5147271784566532
2335,0.4947335608627098
8765,0.5303066650541555
12364,0.5289020693664646
545,0.5433374165931888
19411,0.5036312154617415
2805,0.4976255887211533
11460,0.5433588473206413
18615,0.5222656846705968
11082,0.5123852109625069
14198,0.5216309814554692
10407,0.4896842300376271
13546,0.5094776819365167
15387,0.4938768297897406
15100,0.5248399352266396
17005,0.5128378698533844
7318,0.4324713858793335
8796,0.5283131699106569
5463,0.474195112564423
13411,0.4834628892939354
10594,0.4861953584826237
14914,0.5109404806149831
8389,0.5159287508664524
12009,0.5281997916513953
8542,0.45942276432567003
10502,0.5194867911068541
6580,0.5042718654249791
8799,0.4754586148211264
18429,0.5265084790512791
14882,0.4912291628501386
10160,0.4556578428931217
17154,0.511818011686289
6058,0.455000124112077
13729,0.5182340436964423
756,0.4863992804684232
8963,0.5232060504397557
11724,0.5273633527205778
908,0.5096321694523054
13956,0.5178904215041497
1206,0.5232892897992466
7257,0.498745285702646
3956,0.5361356427015587
10008,0.5172288130913136
16231,0.5059674662944987
7235,0.5185311842354712
16765,0.4879991863226381
6953,0.5000807286786232
8583,0.41295501072384416
1632,0.4877211459755793
15157,0.5313478962252571
12291,0.4892542107783453
18062,0.5130157962375329
14379,0.4839719133892418
11135,0.41611040750950895
6247,0.4843300396986114
16951,0.5173485732635328
4120,0.5036963640363072
9778,0.5184778691285187
1585,0.5286152995981634
17597,0.5044764016687443
6138,0.5177234905074989
1452,0.4625604224632147
8537,0.5245179981815304
7529,0.502483932044053
1092,0.5259400470997299
795,0.5060884301533334
18742,0.5123193374001734
3232,0.5277838104504233
17478,0.5274674731578562
3468,0.5131076110747982
18390,0.5173883988768907
14295,0.5069572119187463
927,0.4568714891938985
11167,0.5251216128895044
7479,0.4305137916942753
1526,0.5085974804152478
4123,0.4306286594403945
17752,0.5311157281685761
1653,0.5346022927635347
10488,0.488011917430458
6882,0.5321198880231086
985,0.5206148758414231
7155,0.5202008998662155
2343,0.4618328919792051
3850,0.5356820063389423
10704,0.4961545512529258
16421,0.536064808221273
7213,0.5321961252164688
14627,0.5024050807835451
18008,0.4892409234609494
13616,0.5132617754059794
276,0.4870500092452214
16930,0.5419372743745673
3936,0.4956728945096294
7135,0.5193299032773847
9165,0.4832147162531417
16643,0.51998287393188
4475,0.5124455600063611
1665,0.4944435036237779
17410,0.5038089319743783
14458,0.5253897735883898
1403,0.5171043512254306
12336,0.5333115797759569
18343,0.5182454154010796
13100,0.5174386936759915
2694,0.5002623029846841
10992,0.5274094784309603
91,0.5516926060742527
16329,0.4850448161169875
9045,0.4866834544731808
16150,0.5096390457374518
2680,0.5207546109132019
10911,0.4867642294216503
3825,0.5059455100421206
17456,0.5420117387921721
19394,0.5283791313927395
19021,0.4940199701067189
15576,0.4951176318304652
13393,0.4848979271642591
9870,0.5155998758000317
14272,0.5196222655672368
15511,0.4877001681485254
12775,0.5067110222871238
6156,0.520606624576499
7586,0.5103302807206811
18932,0.5230616605265956
11630,0.527789842580761
16747,0.5304903769999523
9886,0.4888039222151003
9980,0.4802350421714237
1899,0.5117620194299154
13737,0.5387487449601159
7745,0.5329457097152889
15507,0.5146310476247082
4202,0.5298036247498928
7498,0.5057489788916069
14701,0.4910618237949928
14112,0.5277122854264913
15015,0.5233981400229873
16270,0.5184262262001698
8022,0.5297127615428762
7731,0.5323703287182441
12938,0.508812550943355
8843,0.4508050937017339
11543,0.4774671902713818
17882,0.4709564906192728
7286,0.5280375497351639
14557,0.4909873153791226
17322,0.4907929830568295
3186,0.5138995989242536
15232,0.4994361418895338
13005,0.5435306581417286
9613,0.5361056007142746
10883,0.5252745121381502
18245,0.5334726679474011
9768,0.5037420533727193
1121,0.5304834949263395
1367,0.5264011864410125
15162,0.5078939172387338
7979,0.4859840821686324
5243,0.5236778101875451
11137,0.4967576376839844
7376,0.5265988025532184
16484,0.5202128842721068
12015,0.483204861028741
1146,0.5472184626769346
12467,0.5213310079951128
1388,0.5302264805278621
232,0.5056133628966168
9159,0.511839425029961
19188,0.4880642803618949
9791,0.511508881681899
10800,0.5108690551837739
14246,0.5087274879123479
5421,0.5101303790372798
18661,0.5029519232500589
8367,0.5297998428393751
4459,0.4909882180706926
16368,0.5324003156300084
19047,0.518135538107536
3693,0.506889388715598
18440,0.5283088739704039
2685,0.4762913760079258
3073,0.5159611936687029
10097,0.5280929477059699
4972,0.5059749018632336
7370,0.4982195227494377
15995,0.5234637860596539
15117,0.5410188046561355
2097,0.5320142232441596
5599,0.5252359945709419
10723,0.5161876163591469
13968,0.5363113466256161
15140,0.536716046833738
4777,0.5107982235320002
9564,0.4821520349798743
8651,0.5139596477883817
16432,0.5359898243683788
10553,0.5507440565170632
8747,0.5405537508457914
17728,0.4464574627628589
2977,0.4869675338714866
12963,0.4918318774409102
11493,0.4618658358400916
6744,0.5293006284209535
12244,0.5060203510363106
3272,0.5305857519238429
11711,0.4790948443916922
9246,0.4777091815878442
6178,0.5371737797593008
18801,0.5203883553787373
3035,0.5227001757328666
10921,0.4437822898011732
16259,0.5040187106045486
5942,0.5294818262145947
11223,0.4845983436458142
17477,0.4790684542155561
136,0.5050477659583597
17387,0.4926211625273333
14994,0.4501956767812912
17055,0.5139166679076667
10890,0.4867285068216511
16641,0.5238098236000015
2446,0.5138710702727203
14604,0.5229216352655173
5198,0.4960427251587106
1848,0.5301154212740399
12025,0.5300541059878976
18251,0.5177689012067355
388,0.4997318973033675
7111,0.5214010250870709
4329,0.4986556033820137
2181,0.5569793191628652
6865,0.5164866558888768
13020,0.5160688399753609
3546,0.5083062857886927
13245,0.4851426375379344
6278,0.5126291216089762
2972,0.5379305000696372
13532,0.5453867711402355
17595,0.5025420045724983
2660,0.5150564599385097
4346,0.506200026476725
11947,0.5020964018442079
2671,0.4973361340042654
8119,0.4907609364197643
19427,0.5112366445609419
16154,0.5065998727506882
6485,0.5166969930419507
15833,0.4799915867395883
7654,0.4905781158418395
9298,0.5095672829891181
13531,0.5258911717750949
6972,0.5247563315049625
4025,0.5151328985644645
14552,0.5262990937482267
2123,0.4730633667916043
10941,0.4893689281845124
7336,0.4706721568769656
1700,0.502282367651248
16129,0.5102549170809473
6537,0.5285527611578605
13606,0.5258181377898161
11465,0.5222217274334018
4371,0.5025169260240419
799,0.5205542306037494
1471,0.5054802432962456
7883,0.5006685675505758
11386,0.5177653952515785
3829,0.5090758722460205
11782,0.5043668202486621
9921,0.4716747543717016
16400,0.5206417637304191
3510,0.5166922487516366
3183,0.4968958427065436
7853,0.5053545653472258
19000,0.4799673829210455
15934,0.4934875415754816
18350,0.5293547429205369
970,0.514167686369752
17590,0.4952771198081668
13927,0.4973294734956218
9029,0.5121260303623749
17634,0.518070807789216
17585,0.5171437117427119
18317,0.5252259360146938
9518,0.5092485696776101
15656,0.5098693272247815
16229,0.5008603588905527
13050,0.5451286305906669
5770,0.5005937965685711
11013,0.4895986393586825
5575,0.5261983123307813
153,0.5331721045442094
418,0.5002698711941914
6099,0.5125106101168028
1989,0.5196523792975717
14572,0.5070922141053297
10420,0.5408685513914195
13210,0.43818924985873103
13559,0.485478451297364
6299,0.5145743552422561
5571,0.5312490318418323
10593,0.5353531920544106
13356,0.5209831842198649
13184,0.5292227387351334
11963,0.4783144434195508
3104,0.5185989717477522
15638,0.4825892902187707
8347,0.5186516298958043
14968,0.5228134963038376
2001,0.4759186425458393
8724,0.5091009215050869
1346,0.5328442131736726
11041,0.4089772727928496
928,0.5319748982985012
4796,0.4902104600398415
15669,0.4903532668187786
5974,0.4592844102406501
11193,0.519349658592069
478,0.4757865981729698
16074,0.5393696278607316
3683,0.4602639040082877
14066,0.486462841197705
2515,0.5176207438654288
16667,0.4949207189368494
